Usia,Domisili,Nama Program,Harga Kelas,Kategori,Sub Kategori  1 (Tujuan),Sub Kategori 2 (Minat lain),Sub Kategori 3 (Minat lain),Sub Kategori 4 (Minat lain),Usia_Clean,Age_Group,Region,Price_Segment,Kategori_encoded,Region_encoded,Sub1_encoded,Sub2_encoded,Cluster
32.0,Blitar,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,32.0,Dewasa (26-35),Lainnya,Standard (31-65k),5,6,8,1,1
40.0,Bali,Kelas Roti,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,40.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
34.0,Kendari,Kelas Roti ,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,34.0,Dewasa (26-35),Sulawesi,Standard (31-65k),5,8,8,1,1
37.0,Papua,Kelas Roti dan Brownies,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,37.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),5,6,8,1,1
29.0,Mojokerto,Kelas smock & sulam pita,65,Hobi,Keterampilan Manual,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",29.0,Dewasa (26-35),Jawa Timur,Standard (31-65k),4,4,5,1,1
40.0,Pemalang,Kelas Soesi Klasik,65,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,40.0,Dewasa Menengah (36-45),Jawa Timur,Standard (31-65k),5,4,8,1,1
31.0,Sulawesi Tengah,Kelas Sticker + GIF,25,Hobi,Keterampilan Digital,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",31.0,Dewasa (26-35),Lainnya,Budget (≤30k),4,6,4,1,1
27.0,Gresik,Kelas sticker + GIF,25,Hobi,Keterampilan Digital,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",27.0,Dewasa (26-35),Lainnya,Budget (≤30k),4,6,4,1,1
47.0,Pemalang,Kelas sticker + GIF,25,Hobi,Keterampilan Digital,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",47.0,Dewasa Tua (>45),Jawa Timur,Budget (≤30k),4,4,4,1,1
21.0,Batam,Kelas sticker + GIF,25,Hobi,Keterampilan Digital,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",21.0,Dewasa Muda (18-25),Lainnya,Budget (≤30k),4,6,4,1,1
31.0,Bekasi,Kelas sticker+gif,25,Hobi,Keterampilan Digital,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",31.0,Dewasa (26-35),Jabodetabek,Budget (≤30k),4,1,4,1,1
20.0,Surabaya,Kelas sticker+gif,25,Hobi,Keterampilan Digital,Entrepreneurship,Seni & Visual,"Crafting, Journaling, DIY",20.0,Dewasa Muda (18-25),Jawa Timur,Budget (≤30k),4,4,4,1,1
24.0,Banyumas,Kue kering + roll cake,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,24.0,Dewasa Muda (18-25),Lainnya,Premium (66-100k),5,6,8,1,1
57.0,Cinere Depok,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,57.0,Dewasa Tua (>45),Jabodetabek,Premium (66-100k),5,1,8,1,1
43.0,Bekasi,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,43.0,Dewasa Menengah (36-45),Jabodetabek,Premium (66-100k),5,1,8,1,1
45.0,Bekasi,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,45.0,Dewasa Menengah (36-45),Jabodetabek,Premium (66-100k),5,1,8,1,1
26.0,Lampung,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,26.0,Dewasa (26-35),Lainnya,Premium (66-100k),5,6,8,1,1
42.0,Bandung,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,42.0,Dewasa Menengah (36-45),Jawa Barat,Premium (66-100k),5,2,8,1,1
38.0,Sleman,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,38.0,Dewasa Menengah (36-45),Lainnya,Premium (66-100k),5,6,8,1,1
30.0,Cilacap,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,30.0,Dewasa (26-35),Jawa Tengah,Premium (66-100k),5,3,8,1,1
35.0,Magelang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,35.0,Dewasa (26-35),Jawa Tengah,Premium (66-100k),5,3,8,1,1
42.0,Jaksel,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,42.0,Dewasa Menengah (36-45),Lainnya,Premium (66-100k),5,6,8,1,1
41.0,Bekasi,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,41.0,Dewasa Menengah (36-45),Jabodetabek,Premium (66-100k),5,1,8,1,1
39.0,Bogor,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,39.0,Dewasa Menengah (36-45),Jabodetabek,Premium (66-100k),5,1,8,1,1
40.0,Lampung,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,40.0,Dewasa Menengah (36-45),Lainnya,Premium (66-100k),5,6,8,1,1
19.0,Balikpapan,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,19.0,Dewasa Muda (18-25),Kalimantan Timur,Premium (66-100k),5,5,8,1,1
28.0,Banjarnegara,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,28.0,Dewasa (26-35),Lainnya,Premium (66-100k),5,6,8,1,1
45.0,Tangerang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,45.0,Dewasa Menengah (36-45),Jabodetabek,Premium (66-100k),5,1,8,1,1
37.0,Jakarta,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,37.0,Dewasa Menengah (36-45),Jabodetabek,Premium (66-100k),5,1,8,1,1
41.0,Jakarta,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,41.0,Dewasa Menengah (36-45),Jabodetabek,Premium (66-100k),5,1,8,1,1
41.0,Jakarta,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,41.0,Dewasa Menengah (36-45),Jabodetabek,Premium (66-100k),5,1,8,1,1
52.0,Payakumbuh,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,52.0,Dewasa Tua (>45),Lainnya,Premium (66-100k),5,6,8,1,1
39.0,Magelang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,39.0,Dewasa Menengah (36-45),Jawa Tengah,Premium (66-100k),5,3,8,1,1
41.0,Kota Depok,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,41.0,Dewasa Menengah (36-45),Jabodetabek,Premium (66-100k),5,1,8,1,1
49.0,Semarang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,49.0,Dewasa Tua (>45),Jawa Tengah,Premium (66-100k),5,3,8,1,1
38.0,Limo Depok,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,38.0,Dewasa Menengah (36-45),Jabodetabek,Premium (66-100k),5,1,8,1,1
37.0,Samarinda,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,37.0,Dewasa Menengah (36-45),Kalimantan Timur,Premium (66-100k),5,5,8,1,1
27.0,Bengkulu Kota,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,27.0,Dewasa (26-35),Lainnya,Premium (66-100k),5,6,8,1,1
47.0,Batu Malang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,47.0,Dewasa Tua (>45),Jawa Timur,Premium (66-100k),5,4,8,1,1
24.0,Mamuju,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,24.0,Dewasa Muda (18-25),Lainnya,Premium (66-100k),5,6,8,1,1
41.0,Magelang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,41.0,Dewasa Menengah (36-45),Jawa Tengah,Premium (66-100k),5,3,8,1,1
35.0,Palembang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,35.0,Dewasa (26-35),Lainnya,Premium (66-100k),5,6,8,1,1
33.0,Boyolali,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,33.0,Dewasa (26-35),Lainnya,Premium (66-100k),5,6,8,1,1
34.0,Jember ,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,34.0,Dewasa (26-35),Jawa Timur,Premium (66-100k),5,4,8,1,1
35.0,Tolitoli sulawesi tengah,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,35.0,Dewasa (26-35),Lainnya,Premium (66-100k),5,6,8,1,1
35.0,Wonogiri,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,35.0,Dewasa (26-35),Jawa Tengah,Premium (66-100k),5,3,8,1,1
53.0,Tambun,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,53.0,Dewasa Tua (>45),Lainnya,Premium (66-100k),5,6,8,1,1
47.0,Depok,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,47.0,Dewasa Tua (>45),Jabodetabek,Premium (66-100k),5,1,8,1,1
52.0,Garut Jawa,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,52.0,Dewasa Tua (>45),Jawa Barat,Premium (66-100k),5,2,8,1,1
42.0,Jakarta,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,42.0,Dewasa Menengah (36-45),Jabodetabek,Premium (66-100k),5,1,8,1,1
34.0,Bantul,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,34.0,Dewasa (26-35),DIY,Premium (66-100k),5,0,8,1,1
30.0,Aceh,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,30.0,Dewasa (26-35),Lainnya,Premium (66-100k),5,6,8,1,1
30.0,Jogja,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,30.0,Dewasa (26-35),Lainnya,Premium (66-100k),5,6,8,1,1
39.0,Batam,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,39.0,Dewasa Menengah (36-45),Lainnya,Premium (66-100k),5,6,8,1,1
26.0,Balikpapan,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,26.0,Dewasa (26-35),Kalimantan Timur,Premium (66-100k),5,5,8,1,1
27.0,Bekasi,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,27.0,Dewasa (26-35),Jabodetabek,Premium (66-100k),5,1,8,1,1
40.0,Tarakan Kaltara,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,40.0,Dewasa Menengah (36-45),Lainnya,Premium (66-100k),5,6,8,1,1
35.0,Yogyakarta,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,35.0,Dewasa (26-35),DIY,Premium (66-100k),5,0,8,1,1
28.0,Bekasi,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,28.0,Dewasa (26-35),Jabodetabek,Premium (66-100k),5,1,8,1,1
21.0,Sulawesi Tengah,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,21.0,Dewasa Muda (18-25),Lainnya,Premium (66-100k),5,6,8,1,1
41.0,Mamuju tengah Sulbar,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,41.0,Dewasa Menengah (36-45),Lainnya,Premium (66-100k),5,6,8,1,1
48.0,Depok,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,48.0,Dewasa Tua (>45),Jabodetabek,Premium (66-100k),5,1,8,1,1
37.0,Ngawi Jatim,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,37.0,Dewasa Menengah (36-45),Jawa Timur,Premium (66-100k),5,4,8,1,1
33.0,Gorontalo,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,33.0,Dewasa (26-35),Lainnya,Premium (66-100k),5,6,8,1,1
38.0,Depok,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,38.0,Dewasa Menengah (36-45),Jabodetabek,Premium (66-100k),5,1,8,1,1
37.0,Bima,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,37.0,Dewasa Menengah (36-45),Lainnya,Premium (66-100k),5,6,8,1,1
46.0,Klaten,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,46.0,Dewasa Tua (>45),Lainnya,Premium (66-100k),5,6,8,1,1
47.0,Cilodong,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,47.0,Dewasa Tua (>45),Lainnya,Premium (66-100k),5,6,8,1,1
35.0,Cilacap,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,35.0,Dewasa (26-35),Jawa Tengah,Premium (66-100k),5,3,8,1,1
51.0,Karawang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,51.0,Dewasa Tua (>45),Lainnya,Premium (66-100k),5,6,8,1,1
32.0,Madura,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,32.0,Dewasa (26-35),Lainnya,Premium (66-100k),5,6,8,1,1
42.0,Batam,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,42.0,Dewasa Menengah (36-45),Lainnya,Premium (66-100k),5,6,8,1,1
41.0,Depok,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,41.0,Dewasa Menengah (36-45),Jabodetabek,Premium (66-100k),5,1,8,1,1
32.0,Sìtubondo Jatim,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,32.0,Dewasa (26-35),Lainnya,Premium (66-100k),5,6,8,1,1
38.0,Klaten,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,38.0,Dewasa Menengah (36-45),Lainnya,Premium (66-100k),5,6,8,1,1
47.0,Cimahi,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,47.0,Dewasa Tua (>45),Lainnya,Premium (66-100k),5,6,8,1,1
26.0,Situbondo,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,26.0,Dewasa (26-35),Lainnya,Premium (66-100k),5,6,8,1,1
33.0,Pontianak,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,33.0,Dewasa (26-35),Lainnya,Premium (66-100k),5,6,8,1,1
38.0,Depok,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,38.0,Dewasa Menengah (36-45),Jabodetabek,Premium (66-100k),5,1,8,1,1
44.0,Tuban Jatim,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,44.0,Dewasa Menengah (36-45),Jawa Timur,Premium (66-100k),5,4,8,1,1
51.0,Balikpapan,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,51.0,Dewasa Tua (>45),Kalimantan Timur,Premium (66-100k),5,5,8,1,1
47.0,Kota Bekasi,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,47.0,Dewasa Tua (>45),Jabodetabek,Premium (66-100k),5,1,8,1,1
31.0,Jatim,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,31.0,Dewasa (26-35),Lainnya,Premium (66-100k),5,6,8,1,1
39.0,Tangerang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,39.0,Dewasa Menengah (36-45),Jabodetabek,Premium (66-100k),5,1,8,1,1
51.0,Jakarta,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,51.0,Dewasa Tua (>45),Jabodetabek,Premium (66-100k),5,1,8,1,1
23.0,Bekasi Utara,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,23.0,Dewasa Muda (18-25),Jabodetabek,Premium (66-100k),5,1,8,1,1
36.0,Jatim,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,36.0,Dewasa Menengah (36-45),Lainnya,Premium (66-100k),5,6,8,1,1
27.0,Bekasi,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,27.0,Dewasa (26-35),Jabodetabek,Premium (66-100k),5,1,8,1,1
43.0,Tangerang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,43.0,Dewasa Menengah (36-45),Jabodetabek,Premium (66-100k),5,1,8,1,1
26.0,Cikarang barat,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,26.0,Dewasa (26-35),Lainnya,Premium (66-100k),5,6,8,1,1
42.0,Tangerang,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,42.0,Dewasa Menengah (36-45),Jabodetabek,Premium (66-100k),5,1,8,1,1
39.0,Lampung,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,39.0,Dewasa Menengah (36-45),Lainnya,Premium (66-100k),5,6,8,1,1
29.0,"Kebumen, Jawa Tengah",KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,29.0,Dewasa (26-35),Lainnya,Premium (66-100k),5,6,8,1,1
30.0,Semarang,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,30.0,Dewasa (26-35),Jawa Tengah,Premium (66-100k),5,3,8,1,1
31.0,Mamuju,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,31.0,Dewasa (26-35),Lainnya,Premium (66-100k),5,6,8,1,1
34.0,Ambon,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,34.0,Dewasa (26-35),Maluku,Premium (66-100k),5,7,8,1,1
38.0,Sengkang,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,38.0,Dewasa Menengah (36-45),Lainnya,Premium (66-100k),5,6,8,1,1
23.0,Merauke,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,23.0,Dewasa Muda (18-25),Lainnya,Premium (66-100k),5,6,8,1,1
27.0,Merauke,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,27.0,Dewasa (26-35),Lainnya,Premium (66-100k),5,6,8,1,1
39.0,Pemalang,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,39.0,Dewasa Menengah (36-45),Jawa Timur,Premium (66-100k),5,4,8,1,1
44.0,Bogor,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,44.0,Dewasa Menengah (36-45),Jabodetabek,Premium (66-100k),5,1,8,1,1
38.0,Palopo,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,38.0,Dewasa Menengah (36-45),Lainnya,Premium (66-100k),5,6,8,1,1
42.0,Bali,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,42.0,Dewasa Menengah (36-45),Lainnya,Premium (66-100k),5,6,8,1,1
19.0,Cilacap,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,19.0,Dewasa Muda (18-25),Jawa Tengah,Premium (66-100k),5,3,8,1,1
25.0,Sukoharjo,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,25.0,Dewasa Muda (18-25),Jawa Tengah,Premium (66-100k),5,3,8,1,1
21.0,Lampung,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,21.0,Dewasa Muda (18-25),Lainnya,Premium (66-100k),5,6,8,1,1
43.0,Ambon,KuKer,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,43.0,Dewasa Menengah (36-45),Maluku,Premium (66-100k),5,7,8,1,1
47.0,Jombang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,47.0,Dewasa Tua (>45),Lainnya,Premium (66-100k),5,6,8,1,1
29.0,Luwu Sulawesi Selatan,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,29.0,Dewasa (26-35),Lainnya,Premium (66-100k),5,6,8,1,1
29.0,Poso Sulteng,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,29.0,Dewasa (26-35),Lainnya,Premium (66-100k),5,6,8,1,1
43.0,Bekasi,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,43.0,Dewasa Menengah (36-45),Jabodetabek,Premium (66-100k),5,1,8,1,1
42.0,Bekasi,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,42.0,Dewasa Menengah (36-45),Jabodetabek,Premium (66-100k),5,1,8,1,1
35.0,Jeneponto,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,35.0,Dewasa (26-35),Lainnya,Premium (66-100k),5,6,8,1,1
45.0,Pekalongan,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,45.0,Dewasa Menengah (36-45),Lainnya,Premium (66-100k),5,6,8,1,1
42.0,Tuban,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,42.0,Dewasa Menengah (36-45),Jawa Timur,Premium (66-100k),5,4,8,1,1
23.0,Enrekang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,23.0,Dewasa Muda (18-25),Lainnya,Premium (66-100k),5,6,8,1,1
28.0,Kranjang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,28.0,Dewasa (26-35),Lainnya,Premium (66-100k),5,6,8,1,1
30.0,Bogor,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,30.0,Dewasa (26-35),Jabodetabek,Premium (66-100k),5,1,8,1,1
43.0,Jaksel,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,43.0,Dewasa Menengah (36-45),Lainnya,Premium (66-100k),5,6,8,1,1
32.0,Kendal,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,32.0,Dewasa (26-35),Lainnya,Premium (66-100k),5,6,8,1,1
37.0,Lombok,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,37.0,Dewasa Menengah (36-45),Lainnya,Premium (66-100k),5,6,8,1,1
34.0,Palembang,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,34.0,Dewasa (26-35),Lainnya,Premium (66-100k),5,6,8,1,1
27.0,Pekanbaru Riau,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,27.0,Dewasa (26-35),Lainnya,Premium (66-100k),5,6,8,1,1
35.0,Sukoharjo,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,35.0,Dewasa (26-35),Jawa Tengah,Premium (66-100k),5,3,8,1,1
39.0,Kulon Prongo,Kuker,95,Memasak,Makanan Keluarga,Entrepreneurship,"Makanan Sehat, Praktis",Food Presentation/Styling,39.0,Dewasa Menengah (36-45),Lainnya,Premium (66-100k),5,6,8,1,1
